Phalanx,Coalora,1983,FEB,37.0506,-116.0453,-274,UG-S,WR,110,,
Phalanx,Cheedam,1983,FEB,37.1628,-116.0633,-343,UG-S,WR,,,
Phalanx,Cabra,1983,MAR,37.3007,-116.46,-542.5,UG-S,WR,170,7 Ci,
Phalanx,Turquoise,1983,APR,37.0728,-116.046,-533.1,UG-S,WR,80,1 Ci,
Phalanx,Crowdie,1983,MAY,37.146,-116.09,-390,UG-S,WR,,,
Phalanx,Mini Jade,1983,MAY,37.209,-116.206,-379.2,UG-TC,WE,,,
Phalanx,Fahada,1983,MAY,37.1029,-116.0057,-384.4,UG-S,WR,110,51 Ci,
Phalanx,Danablu,1983,JUN,37.15762,-116.08923,-320,UG-S,WR,50,,
Phalanx,Laban,1983,AUG,37.119,-116.0889,-326,UG-S,WR,,,
Phalanx,Sabado,1983,AUG,36.9977,-116.0027,-320,UG-S,WR,,,
Phalanx,Jarlsberg,1983,AUG,37.193,-116.035,-200,UG-S,WR,,,
Phalanx,Chancellor,1983,SEP,37.2728,-116.355,-623.6,UG-S,WR,,,
Phalanx,Tomme/Midnight Zeph,1983,SEP,37.2097,-116.2093,-404.8,UG-T,WE,,,
Phalanx,Branco,1983,SEP,37.121,-116.056,-293,UG-S,WR,,,
Phalanx,Branco-Herkimer,1983,SEP,37.121,-116.056,,UG-S,WR,,,
Phalanx,Techado,1983,SEP,37.1056,-116.0494,-532.5,UG-S,WR,,,
Phalanx,Navata,1983,SEP,37.053,-116.021,-182.9,UG-S,SE,90,,
Fusileer,Muggins,1983,DEC,37.013,-116.047,-243.84,UG-S,WR,230,12 Ci,
Fusileer,Romano,1983,DEC,37.1405,-116.0721,-515,UG-S,WR,,,
Fusileer,Gorbea,1984,JAN,37.1127,-116.1217,-388,UG-S,WR,,,
Fusileer,Midas Myth/Milagro,1984,FEB,37.2214,-116.1811,-360.9,UG-T,WE,250,690 Ci,
Fusileer,Tortugas,1984,MAR,37.0658,-116.0463,-638.6,UG-S,WR,40,0.5 Ci,
Fusileer,Agrini,1984,MAR,37.14644,-116.08406,-320,UG-S,WR,,,
Fusileer,Orkney,1984,MAY,37.19848,-116.05397,-210,UG-S,WR,,0.1 Ci,
Fusileer,Bellow,1984,MAY,37.09251,-116.09322,-207.3,UG-S,WR,240,,
Fusileer,Caprock,1984,MAY,37.10313,-116.04805,-599.85,UG-S,WR,180,,
Fusileer,Duoro,1984,JUN,37.00038,-116.04306,-379.78,UG-S,WR,,12 Ci,
Fusileer,Normanna,1984,JUL,37.19199,-116.03438,-200,UG-S,WR,,,
Fusileer,Kappeli,1984,JUL,37.26777,-116.41064,-640,UG-S,WR,140,,
Fusileer,Correo,1984,AUG,37.0171,-116.0076,-334.1,UG-S,WR,,,
Fusileer,Wexford,1984,AUG,37.14389,-116.12526,-314,UG-S,WR,,4 Ci,
Fusileer,Dolcetto,1984,AUG,37.08979,-115.99937,-365.15,UG-S,WR,230,,
Fusileer,Breton,1984,SEP,37.08669,-116.07118,-483.11,UG-S,WR,,,
Grenadier,Vermejo,1984,OCT,37.08523,-116.05281,-350.22,UG-S,WR,160,600 Ci,
Grenadier,Villita,1984,NOV,37.0001,-116.0174,-372.2,UG-S,WR,,,
Grenadier,Tierra,1984,DEC,37.28136,-116.30541,-640,UG-S,WR,,100 Ci,
Grenadier,Minero,1984,DEC,37.012,-116.046,-244.8,UG-S,WR,,,
Grenadier,Vaughn,1985,MAR,37.0581,-116.0453,-425.5,UG-S,WR,290,,
Grenadier,Cottage,1985,MAR,37.17998,-116.08896,-515,UG-S,WR,390,63 Ci,
Grenadier,Hermosa,1985,APR,37.0948,-116.0323,-638.25,UG-S,WR,,,
Grenadier,Misty Rain,1985,APR,37.20083,-116.20718,-388.6,UG-T,WE,,4 Ci,
Grenadier,Towanda,1985,MAY,37.25341,-116.32521,-660.2,UG-S,WR,,0.1 Ci,
Grenadier,Salut,1985,JUN,37.24786,-116.48906,-608.08,UG-S,WR,,4 Ci,
Grenadier,Ville,1985,JUN,37.08831,-116.08394,-293.2,UG-S,WR,,3 Ci,
Grenadier,Maribo,1985,JUN,37.1241,-116.12199,-381,UG-S,WR,,,
Grenadier,Serena,1985,JUL,37.29725,-116.43807,-597,UG-S,WR,,,
Grenadier,Cebrero,1985,AUG,37.11108,-116.01438,-183,UG-S,WR,110,,
Grenadier,Chamita,1985,AUG,37.0023,-116.043,-331.62,UG-S,WR,,6 Ci,
Grenadier,Ponil,1985,SEP,37.0898,-116.0018,-364.8,UG-S,WR,,1 Ci,
Charioteer,Mill Yard,1985,OCT,37.20916,-116.20512,-371,UG-TC,WE,,,
Charioteer,Diamond Beech,1985,OCT,37.20967,-116.21009,-404.5,UG-T,WE,,<30 Ci,
Charioteer,Roquefort,1985,OCT,37.10995,-116.12138,-415,UG-S,WR,,,
Charioteer,Abo,1985,OCT,37.05061,-116.03614,-196.29,UG-S,WR,,0.1 Ci,
Charioteer,Goldstone,1985,DEC,37.23781,-116.47274,-549,UG-S,WR,,36 kCi,
Charioteer,Glencoe,1986,MAR,37.083,-116.0661,-609.6,UG-S,WR,,,
Charioteer,Mighty Oak,1986,APR,37.21833,-116.18311,-394.4,UG-T,WE,80,,
Charioteer,Mogollon,1986,APR,37.01166,-116.04605,-259.4,UG-S,WR,,3 Ci,
Charioteer,Jefferson,1986,APR,37.26412,-116.4402,-609,UG-S,WR,,,
Charioteer,Panamint,1986,MAY,37.12503,-116.05944,-480,UG-S,WR,320,,
Charioteer,Tajo,1986,JUN,37.09829,-116.0155,-518.2,UG-S,WR,,,
Charioteer,Cybar,1986,JUL,37.2787,-116.3556,-627,UG-S,WR,110,,
Charioteer,Cornucopia,1986,JUL,37.14275,-116.07112,-381,UG-S,WR,,,
Charioteer,Galveston,1986,SEP,37.23973,-116.36776,-487.1,UG-S,WR,,16 Ci,
Charioteer,Aleman,1986,SEP,37.06908,-116.04969,-502.6,UG-S,WR,,0.2 Ci,
Charioteer,Labquark,1986,SEP,37.30008,-116.30743,-616,UG-S,WR,,,
Musketeer,Belmont,1986,OCT,37.22021,-116.46163,-605.03,UG-S,WR,260,1 Ci,
Musketeer,Gascon,1986,NOV,37.10043,-116.04807,-593.14,UG-S,WR,,,
Musketeer,Bodie,1986,DEC,37.26296,-116.41168,-635,UG-S,WR,,,
Musketeer,Hazebrook-Emerald (,1987,FEB,37.18114,-116.04844,-186,UG-S,WR,,,
Musketeer,Hazebrook-Checkerbe,1987,FEB,37.18114,-116.04844,-226,UG-S,WR,,,
Musketeer,Hazebrook-Apricot (,1987,FEB,37.18114,-116.04844,-262,UG-S,SE,90,,
Musketeer,Tornero,1987,FEB,37.0107,-116.0447,-298.4,UG-S,WR,,,
Musketeer,Middle Note,1987,MAR,37.21024,-116.20857,-398.7,UG-T,WE,,,
Musketeer,Delamar,1987,APR,37.24789,-116.50914,-544.1,UG-S,WR,,0.2 Ci,
Musketeer,Presidio,1987,APR,36.98314,-116.00458,-319.7,UG-S,WR,,,
Musketeer,Hardin,1987,APR,37.23305,-116.42312,-625,UG-S,WR,,3 Ci,
Musketeer,Brie,1987,JUN,37.19355,-116.03501,-203,UG-S,WR,,<100 Ci,
Musketeer,Mission Ghost,1987,JUN,37.22,-116.1778,-321.3,UG-T,WE,160,,
Musketeer,Panchuela,1987,JUN,36.9986,-116.0431,-319.13,UG-S,WR,290,4 Ci,
Musketeer,Tahoka,1987,AUG,37.061,-116.0453,-638.56,UG-S,WR,,,
Musketeer,Lockney,1987,SEP,37.22799,-116.37471,-614.17,UG-S,WR,220,,
Touchstone,Borate,1987,OCT,37.1419,-116.0787,-542.5,UG-S,WR,,,
Touchstone,Waco,1987,DEC,36.99641,-116.00447,-182.9,UG-S,WR,,,
Touchstone,Mission Cyber,1987,DEC,37.23465,-116.16338,-270.6,UG-T,WE,,,
Touchstone,Kernville,1988,FEB,37.31444,-116.47148,-541.6,UG-S,WR,110,22 Ci,
Touchstone,Abilene,1988,APR,37.01316,-116.04433,-245.06,UG-S,WR,190,,
Touchstone,Schellbourne,1988,MAY,37.12442,-116.0721,-463,UG-S,WR,50,,
Touchstone,Laredo,1988,MAY,37.0325,-115.9873,-351.4,UG-S,WR,,,
Touchstone,Comstock,1988,JUN,37.26014,-116.44108,-620.3,UG-S,WR,,,
Touchstone,Rhyolite,1988,JUN,37.16616,-116.07224,-207.3,UG-S,WR,,,
Touchstone,Nightingale,1988,JUN,37.16616,-116.07224,-237.7,UG-S,SE,,,
Touchstone,Alamo,1988,JUL,37.25244,-116.37668,-622.1,UG-S,WR,,,
Touchstone,Kearsarge,1988,AUG,37.29716,-116.30654,-615.7,UG-S,WR,90,,
Touchstone,Harlingen-A,1988,AUG,36.991,-116.019,-289.6,UG-S,WR,,4 Ci,
