625,1979_,512_1979,JAN,10,08:00:00.0,-KZ-BA,47.90900,47.91200,
626,1979_,513_Galit_1979,JAN,17,07:59:58.5,-KZ-BA,47.92000,48.12000,
627,1979_,513_1979,JAN,17,07:59:58.5,-KZ-BA,47.92000,48.12000,
628,1979_,514_1979,FEB,1,04:13:00.17,STS-B,50.08083,78.85333,
629,1979_,515_1979,FEB,16,04:04:00.50,STS-SU,49.97400,77.66800,
630,1979_,515_1979,FEB,16,04:04:01,STS-SU,49.97400,77.66800,
631,1979_,516_1979,MAR,23,00:00:00.00,STS-D,49.81000,78.17139,
632,1979_,517_1979,APR,10,00:00:00.00,STS-D,49.81000,78.17139,
633,1979_,518_1979,MAY,6,03:17:00.07,STS-D,49.76194,77.98250,
634,1979_,518_1979,MAY,6,03:17:00.1,STS-D,49.76194,77.98250,
635,1979_,519_1979,MAY,31,05:55:00.05,STS-D,49.81278,78.05944,
636,1979_,519_1979,MAY,31,05:55:00.1,STS-D,49.81278,78.05944,
637,1979_,519_1979,MAY,31,05:55:00.1,STS-D,49.81278,78.05944,
638,1979_,519_1979,MAY,31,05:55:00,STS-D,49.83417,78.08028,
639,1979_,520_1979,JUN,12,00:00:00.00,STS-D,49.81000,78.17139,
640,1979_,521_1979,JUN,23,02:57:00.11,STS-B,49.91472,78.84583,
641,1979_,522_1979,JUL,7,03:46:59.87,STS-B,50.03306,78.98917,
642,1979_,522_1979,JUL,7,03:46:59.9,STS-B,50.03306,78.98917,
643,1979_,523_Galit_1979,JUL,14,04:59:58.0,-KZ-BA,47.88000,48.12000,
644,1979_,523_Galit_1979,JUL,14,04:59:58.0,-KZ-BA,47.88000,48.12000,
645,1979_,523_Galit_1979,JUL,14,04:59:58.0,-KZ-BA,47.88000,48.12000,
646,1979_,524_1979,JUL,18,03:17:04.92,STS-SU,49.91900,77.81200,
647,1979_,525_1979,JUL,18,03:17:04.9,STS-D,49.77722,78.11250,
648,1979_,526_1979,AUG,4,03:56:59.67,STS-B,49.90306,78.88778,
649,1979_,526_1979,AUG,4,03:56:59.7,STS-B,49.90306,78.88778,
650,1979_,527_Kimberlit-4_1979,AUG,12,18:00:00.2,-RU,61.80300,122.43000,
651,1979_,528_1979,AUG,18,02:51:59.71,STS-B,49.94806,78.91889,
652,1979_,528_1979,AUG,18,02:51:59.7,STS-B,49.94806,78.91889,
653,1979_,529_Kimberlit-3_1979,SEP,6,18:00:00.3,-RU-K,64.11000,99.56200,
654,1979_,530_Klivazh_1979,SEP,16,09:00:00.0,-UK,48.20000,38.30000,
655,1979_,531_1979,SEP,24,03:29:58.75,NZ-NS,73.34300,54.67200,
656,1979_,531_1979,SEP,24,03:29:58.8,NZ-NS,73.34300,54.67200,
657,1979_,531_1979,SEP,24,03:29:58.8,NZ-NS,73.34300,54.67200,
658,1979_,532_1979,SEP,27,04:13:00.00,STS-D,49.75056,78.04917,
659,1979_,533_Kimberlit-1_1979,OCT,4,16:00:00.0,-RU-T,60.67500,71.45500,
660,1979_,534_Sheksna_1979,OCT,7,21:00:00.2,-RU-YK,61.85000,113.10000,
661,1979_,535_1979,OCT,18,04:17:00.11,STS-D,49.82417,78.09750,
662,1979_,535_1979,OCT,18,04:17:00.1,STS-D,49.82417,78.09750,
663,1979_,536_1979,OCT,18,07:09:58.75,NZ-NS,73.31600,54.81600,
664,1979_,536_1979,OCT,18,07:09:58.8,NZ-NS,73.31600,54.81600,
665,1979_,536_1979,OCT,18,07:09:58.8,NZ-NS,73.31600,54.81600,
666,1979_,536_1979,OCT,18,07:09:58.8,NZ-NS,73.31600,54.81600,
667,1979_,537_Galit_1979,OCT,24,05:59:59.0,-KZ-BA,47.85000,48.14000,
668,1979_,537_Galit_1979,OCT,24,05:59:59.0,-KZ-BA,47.85000,48.14000,
669,1979_,538_1979,OCT,28,03:16:59.55,STS-B,49.99667,78.99500,
670,1979_,538_1979,OCT,28,03:16:59.6,STS-B,49.99667,78.99500,
671,1979_,539_1979,NOV,30,04:53:00.58,STS-D,49.78306,78.08667,
672,1979_,540_1979,DEC,2,04:37:00.06,STS-B,49.90944,78.78444,
673,1979_,540_1979,DEC,2,04:37:00.1,STS-B,49.90944,78.78444,
674,1979_,541_1979,DEC,21,04:42:00.09,STS-D,49.79222,78.11300,
675,1979_,542_1979,DEC,23,04:56:59.9,STS-B,49.93222,78.75278,
676,1979_,542_1979,DEC,23,04:56:59.9,STS-B,49.93222,78.75278,
677,1980_,543_1980,MAR,14,00:00:00.00,STS-D,49.82333,78.04167,
678,1980_,544_1980,APR,4,05:32:59.83,STS-SU,50.00000,77.82300,
679,1980_,545_1980,APR,10,04:07:00.19,STS-D,49.78250,78.05722,
680,1980_,545_1980,APR,10,04:07:00.2,STS-D,49.78250,78.05722,
681,1980_,546_1980,APR,25,03:57:00.06,STS-B,49.97639,78.75944,
682,1980_,546_1980,APR,25,03:57:00.1,STS-B,49.97639,78.75944,
683,1980_,547_1980,MAY,22,03:57:00.14,STS-D,49.77972,78.03639,
684,1980_,547_1980,MAY,22,03:57:00.1,STS-D,49.77972,78.03639,
685,1980_,547_1980,MAY,22,03:57:00.1,STS-D,49.77972,78.03639,
686,1980_,548_1980,JUN,12,03:27:00.19,STS-B,49.98872,78.99108,
687,1980_,549_Butan_1980,JUN,16,06:00:00.0,-RU-BK,52.90000,56.50000,
688,1980_,550_Butan_1980,JUN,25,06:00:00.0,-RU-BK,52.90000,56.50000,
689,1980_,551_1980,JUN,25,02:27:00.0,STS-D,49.82583,78.09944,
690,1980_,552_1980,JUN,29,02:33:00.24,STS-B,49.94861,78.81806,
691,1980_,552_1980,JUN,29,02:33:00.2,STS-B,49.94861,78.81806,
692,1980_,552_1980,JUN,29,02:33:00.2,STS-B,49.94861,78.81806,
693,1980_,553_1980,JUL,31,03:33:00.07,STS-D,49.79056,78.09083,
694,1980_,553_1980,JUL,31,03:33:00.1,STS-D,49.79056,78.09083,
695,1980_,554_1980,SEP,14,02:42:41.71,STS-B,49.93667,78.79750,
696,1980_,555_Dynamika_1980,SEP,25,06:21:13.06,STS-D,49.78333,78.08056,
697,1980_,556_Vega-1_1980,OCT,8,06:00:00.3,-RU-AS,46.75700,48.27500,
698,1980_,557_1980,OCT,11,07:09:57.47,NZ-NS,73.33600,54.94000,
699,1980_,557_1980,OCT,11,07:09:57.5,NZ-NS,73.33600,54.94000,
700,1980_,557_1980,OCT,11,07:09:57.5,NZ-NS,73.33600,54.94000,
701,1980_,557_1980,OCT,11,07:09:57.5,NZ-NS,73.33600,54.94000,
702,1980_,557_1980,OCT,11,07:09:58,NZ-NS,73.30000,54.90000,
703,1980_,557_1980,OCT,11,07:09:58,NZ-NS,73.30000,54.90000,
704,1980_,557_1980,OCT,11,07:09:58,NZ-NS,73.30000,54.90000,
705,1980_,558_1980,OCT,12,03:34:16.65,STS-B,49.96750,79.02250,
706,1980_,558_1980,OCT,12,03:34:16.7,STS-B,49.96750,79.02250,
707,1980_,559_1980,OCT,23,03:57:11.0,STS-D,49.75167,78.13167,
708,1980_,560_Batolit-1_1980,NOV,1,13:00:00.4,-RU-K,60.80000,97.55000,
709,1980_,561_1980,DEC,5,04:17,STS-D,49.75167,78.13167,
710,1980_,562_1980,DEC,5,04:17:16.0,STS-D,49.83083,78.11389,
711,1980_,562_1980,DEC,5,04:17:16.0,STS-D,49.83083,78.11389,
712,1980_,562_1980,DEC,5,04:17:16.0,STS-D,49.83083,78.11389,
713,1980_,563_Angara_1980,DEC,10,07:00:00.1,-RU-T,61.75000,66.75000,
714,1980_,564_1980,DEC,14,03:47:09.01,STS-B,49.90889,78.91861,
715,1980_,564_1980,DEC,14,03:47:09.0,STS-B,49.90889,78.91861,
716,1980_,564_1980,DEC,14,03:47:09.0,STS-B,49.90889,78.91861,
717,1980_,565_1980,DEC,26,04:07:09.3,STS-D,49.82611,78.09194,
718,1980_,566_1980,DEC,27,04:09:10.63,STS-B,50.06194,78.97528,
719,1980_,566_1980,DEC,27,04:09:10.6,STS-B,50.06194,78.97528,
720,1981_,567_1981,MAR,25,00:00:00.00,STS-D,49.82333,78.04167,
721,1981_,568_1981,MAR,29,04:03:52.58,STS-B,50.01806,78.97881,
722,1981_,568_1981,MAR,29,04:03:52.6,STS-B,50.01806,78.97881,
723,1981_,568_1981,MAR,29,04:03:52.6,STS-B,50.01806,78.97881,
724,1981_,569_1981,APR,22,01:17:13.91,STS-B,49.89889,78.80861,
725,1981_,569_1981,APR,22,01:17:13.9,STS-B,49.89889,78.80861,
726,1981_,569_1981,APR,22,01:17:13.9,STS-B,49.89889,78.80861,
727,1981_,570_Pirit_1981,MAY,25,05:00:00.3,-RU-A,68.20000,53.50000,
728,1981_,571_1981,MAY,27,03:58:14.88,STS-B,49.98694,78.97056,
729,1981_,572_1981,JUN,4,00:00:00.00,STS-D,49.82333,78.04167,
730,1981_,573_1981,JUN,30,01:57:15.34,STS-D,49.76750,78.08083,
731,1981_,573_1981,JUN,30,01:57:15.3,STS-D,49.76750,78.08083,
