SERIES,SHOT,YEAR,MON,LAT,LONG,HOB,TYPE,PUR,CRAT,DEVIC,WARHEAD
Latchkey,Ajax,1966,NOV,37.13444,-116.04983,-238.45,UG-S,WR,120,i,
Latchkey,Cerise,1966,NOV,37.04278,-116.01033,-211.09,UG-S,WR,138,,
Latchkey,Vigil,1966,NOV,37.16938,-116.04831,-93.68,UG-S,SE,,,
Latchkey,Sterling,1966,DEC,31.1421,-89.5699,-830,UG-S,VU,,,
Latchkey,Sidecar,1966,DEC,37.03479,-116.0068,-240.27,UG-S,WR,,,
Latchkey,New Point,1966,DEC,36.87725,-115.93789,-243.84,UG-S,WE,60,i,
Latchkey,Greeley,1966,DEC,37.30206,-116.40831,1214.63,UG-S,WR,52,,
Latchkey,Rivet I,1967,JAN,37.16512,-116.04655,-152.1,UG-S,WR,,,
Latchkey,Nash,1967,JAN,37.14367,-116.13519,-363.78,UG-S,WR,150,kCi,
Latchkey,Bourbon,1967,JAN,37.09986,-116.00383,-559.72,UG-S,WR,11,,
Latchkey,Rivet II,1967,JAN,37.1648,-116.04806,-197.78,UG-S,WR,,Ci,
Latchkey,Ward,1967,FEB,37.16753,-116.04714,-257.25,UG-S,WR,79,,
Latchkey,Persimmon,1967,FEB,37.01753,-116.01586,-299.11,UG-S,WR,171,,
Latchkey,Agile,1967,FEB,37.12686,-116.06639,-731.52,UG-S,WR,275,,
Latchkey,Rivet III,1967,MAR,37.16586,-116.04869,-271.27,UG-S,WR,140,,
Latchkey,Mushroom,1967,MAR,37.03948,-116.01019,-179.55,UG-S,WR,80,Ci,
Latchkey,Fizz,1967,MAR,37.04613,-116.02978,-117.73,UG-S,SE,,,
Latchkey,Oakland,1967,APR,37.16198,-116.08223,-165.35,UG-S,WR,,Ci,
Latchkey,Heilman,1967,APR,37.13733,-116.13268,-152.7,UG-S,WR,,i,
Latchkey,Fawn,1967,APR,37.05439,-116.02222,-271.06,UG-S,WR,155,,
Latchkey,Chocolate,1967,APR,37.01928,-116.03742,-240.45,UG-S,WR,120,,
Latchkey,Effendi,1967,APR,37.13878,-116.06319,-219.29,UG-S,WR,35,,
Latchkey,Mickey,1967,MAY,37.07786,-115.99531,-499.63,UG-S,WR,56,,
Latchkey,Commodore,1967,MAY,37.13039,-116.06394,-746.46,UG-S,WR,341,Ci,
Latchkey,Scotch,1967,MAY,37.27508,-116.36997,-977.39,UG-S,WR,,,
Latchkey,Absinthe,1967,MAY,37.04502,-116.01905,-118.65,UG-S,SE,,,
Latchkey,Knickerbocker,1967,MAY,37.24794,-116.48017,-630.63,UG-S,WR,,Ci,
Latchkey,Switch,1967,JUN,37.12556,-116.02867,-301.75,UG-S,PR,,Ci,
Latchkey,Midi Mist,1967,JUN,37.20211,-116.20783,-374.9,UG-T,WE,,kCi,
Latchkey,Umber,1967,JUN,37.02856,-116.02261,-310.24,UG-S,WE,165,kCi,
Crosstie,Vito,1967,JUL,37.16525,-116.04493,-90.83,UG-S,SE,,,
Crosstie,Stanley,1967,JUL,37.14872,-116.04853,-483.72,UG-S,WR,271,Ci,
Crosstie,Gibson,1967,AUG,37.02439,-116.01237,-240.76,UG-S,WR,120,,
Crosstie,Washer,1967,AUG,37.15669,-116.04728,-467.41,UG-S,WR,,Ci,
Crosstie,Bordeaux,1967,AUG,37.01217,-116.03647,-332.02,UG-S,WR,159,,
Crosstie,Lexington,1967,AUG,37.16273,-116.07416,-227.69,UG-S,WR,50,kCi,
Crosstie,Door Mist,1967,AUG,37.17756,-116.20894,-435.86,UG-T,WE,,kCi,
Crosstie,Yard,1967,SEP,37.15317,-116.05278,-520.6,UG-S,WR,352,Ci,
Crosstie,Gilroy,1967,SEP,37.03487,-116.02085,-240.63,UG-S,WR,,,
Crosstie,Marvel,1967,SEP,37.166,-116.03842,-174.35,UG-S,PR,47,Ci,
Crosstie,Zaza,1967,SEP,37.09878,-116.05322,-667,UG-S,WR,295,,
Crosstie,Lanpher,1967,OCT,37.11558,-116.05761,-714.2,UG-S,WR,299,i,
Crosstie,Sazerac,1967,OCT,37.03161,-116.02636,-301.34,UG-S,WR,160,Ci,
Crosstie,Cognac,1967,OCT,37.0498,-116.03958,-240.39,UG-S,WR,,,
Crosstie,Worth,1967,OCT,37.15634,-116.04859,-197,UG-S,WR,,Ci,
Crosstie,Cobbler,1967,NOV,37.09181,-116.03581,-667.12,UG-S,WR,,,
Crosstie,Polka,1967,DEC,37.15927,-116.05295,-195.01,UG-S,WR,,Ci,
Crosstie,Gasbuggy,1967,DEC,36.6778,-107.2083,-1290,UG-S,PR,,,
Crosstie,Stilt,1967,DEC,37.03669,-116.002,-332.43,UG-S,WR,,,
Crosstie,Hupmobile,1968,JAN,37.14558,-116.06567,-246.89,UG-S,WE,77,kCi,
Crosstie,Staccato,1968,JAN,37.1564,-116.0539,-443.48,UG-S,WR,268,i,
Crosstie,Faultless,1968,JAN,38.6343,-116.2153,-980,UG-S,WR,,,
Crosstie,Brush,1968,JAN,37.04279,-116.01393,-118.3,UG-S,WR,,,
Crosstie,Cabriolet,1968,JAN,37.28086,-116.51444,-51.82,CR,PR,109,kCi,
Crosstie,Mallet,1968,JAN,37.00102,-116.00915,-240.27,UG-S,WR,110,,
Crosstie,Torch,1968,FEB,37.04163,-116.00195,-240.55,UG-S,WR,,,
Crosstie,Knox,1968,FEB,37.11656,-116.05369,-644.8,UG-S,WR,335,Ci,
Crosstie,Dorsal Fin,1968,FEB,37.18461,-116.21144,-410.06,UG-T,WE,,,
Crosstie,Russet,1968,MAR,36.96992,-116.0558,-119.79,UG-S,WR,,Ci,
Crosstie,Buggy-A,1968,MAR,37.0075,-116.36997,-50.29,CR,PR,132,MCi,
Crosstie,Buggy-B,1968,MAR,37.00764,-116.37045,-50.29,CR,PR,,,
Crosstie,Buggy-C,1968,MAR,37.00778,-116.37093,-50.29,CR,PR,,,
Crosstie,Buggy-D,1968,MAR,37.00793,-116.37141,-50.29,CR,PR,,,
Crosstie,Buggy-E,1968,MAR,37.00808,-116.37189,-50.29,CR,PR,,,
Crosstie,Pommard,1968,MAR,37.04772,-116.01081,-209.1,UG-S,WR,88,,
Crosstie,Stinger,1968,MAR,37.33261,-116.31067,-667.76,UG-S,WR,284,,
Crosstie,Milk Shake,1968,MAR,36.87172,-115.93114,-264.57,UG-S,WE,34,Ci,
Crosstie,Bevel,1968,APR,37.05231,-116.02088,-240.75,UG-S,WR,,,
Crosstie,Noor,1968,APR,37.15439,-116.07886,-381.81,UG-S,WR,150,i,
Crosstie,Throw,1968,APR,37.157,-116.083,,UG-S,WR,70,,
Crosstie,Shuffle,1968,APR,37.15253,-116.037,-493.47,UG-S,WR,210,Ci,
Crosstie,Scroll,1968,APR,37.33772,-116.37558,-228.6,UG-S,VU,,kCi,
Crosstie,Boxcar,1968,APR,37.29542,-116.45569,1160.89,UG-S,WR,300,,
Crosstie,Hatchet,1968,MAY,37.02854,-116.01988,-240.53,UG-S,WR,120,,
Crosstie,Crock,1968,MAY,37.15733,-116.03492,-181.76,UG-S,WR,,Ci,
Crosstie,Clarksmobile,1968,MAY,37.12006,-116.05883,-472.65,UG-S,WR,235,,
Crosstie,Adze,1968,MAY,37.00863,-115.99539,-240.03,UG-S,WR,,,
Crosstie,Wembley,1968,JUN,37.03484,-116.01606,-238.09,UG-S,WR,90,,
Crosstie,Tub-A,1968,JUN,37.167,-116.043,-188.98,UG-S,WR,,,
Crosstie,Tub-B,1968,JUN,37.165,-116.044,,UG-S,WR,,,
Crosstie,Tub-C,1968,JUN,37.165,-116.042,,UG-S,WR,,,
Crosstie,Tub-D,1968,JUN,37.167,-116.046,-273,UG-S,WR,,kCi,
Crosstie,Tub-F,1968,JUN,37.167,-116.043,,UG-S,WR,,,
Crosstie,Rickey,1968,JUN,37.26492,-116.31464,-683.28,UG-S,WR,167,,
Crosstie,Funnel,1968,JUN,37.04635,-116.03021,-118.7,UG-S,WR,,,
Crosstie,Sevilla,1968,JUN,37.04158,-115.99235,-358.65,UG-S,WR,,,
Crosstie,Chateaugay,1968,JUN,37.2455,-116.48286,-607.02,UG-S,WR,,,
Bowline,Spud,1968,JUL,37.00096,-115.99888,-240.29,UG-S,WR,,,
Bowline,Tanya,1968,JUL,37.13322,-116.08225,-381,UG-S,WR,,Ci,
Bowline,Imp,1968,AUG,37.16179,-116.07719,-178.46,UG-S,WR,30,kCi,
Bowline,Rack,1968,AUG,37.12373,-116.04822,-199.72,UG-S,WR,,Ci,
Bowline,Diana Moon,1968,AUG,36.87722,-115.93108,-242.01,UG-S,WE,101,kCi,
Bowline,Sled,1968,AUG,37.25033,-116.34689,-728.88,UG-S,WR,,,
Bowline,Noggin,1968,SEP,37.13606,-116.04717,-581.99,UG-S,WR,300,Ci,
Bowline,Knife A,1968,SEP,37.03178,-116.01164,-331.8,UG-S,WR,120,,
Bowline,Stoddard,1968,SEP,37.11986,-116.12747,-467.87,UG-S,PR,208,Ci,
Bowline,Hudson Seal,1968,SEP,37.2048,-116.2064,-344.42,UG-T,WE,,,
Bowline,Welder,1968,OCT,37.04653,-116.02974,-117.66,UG-S,SE,,,
Bowline,Knife C,1968,OCT,37.02592,-115.99283,-301.44,UG-S,WR,140,,
Bowline,Vat,1968,OCT,37.13331,-116.04231,-194.92,UG-S,WR,,,
Bowline,Hula,1968,OCT,37.11326,-116.04093,-198.46,UG-S,WR,,i,
Bowline,Bit-A,1968,OCT,37.04703,-116.02947,-148.31,UG-S,SE,,,
Bowline,Bit-B,1968,OCT,37.04703,-116.02947,,UG-S,SE,,,
Bowline,File,1968,OCT,37.01709,-116.03573,-228.95,UG-S,WR,140,,
Bowline,Crew,1968,NOV,37.13048,-116.08651,-603.5,UG-S,WR,120,,
Bowline,Crew-2nd,1968,NOV,37.13,-116.087,,UG-S,WR,,,
Bowline,Crew-3rd,1968,NOV,37.13,-116.087,,UG-S,WR,,,
Bowline,Auger,1968,NOV,37.04766,-115.99984,-240.62,UG-S,WR,,,
Bowline,Knife B,1968,NOV,37.02614,-116.03325,-362.94,UG-S,WR,126,,
Bowline,Ming Vase,1968,NOV,37.00983,-116.20642,-307.94,UG-T,WE,,,
Bowline,Tinderbox,1968,NOV,37.13992,-116.04225,-439.52,UG-S,WR,,i,
Bowline,Schooner,1968,DEC,37.34342,-116.56586,-111.22,CR,PR,,MCi,
Bowline,Bay Leaf,1968,DEC,37.04704,-116.0302,-130.16,UG-S,SE,,,
Bowline,Tyg-A,1968,DEC,37.12082,-116.08056,-228.3,UG-S,WR,50,kCi,
